,value
avg_moves,80.79
pct_long_games,0.44333333333333336
avg_trades,17.223333333333333
avg_queen_move,18.346666666666668
pct_castled_early,0.043333333333333335
avg_checks,5.433333333333334
win_rate,0.5033333333333333
pct_wins,0.4766666666666667
pct_draws,0.05333333333333334
pct_losses,0.47
