player,avg_moves,pct_long_games,avg_trades,avg_queen_move,pct_castled_early,avg_checks,win_rate,pct_wins,pct_draws,pct_losses
PokochajSzachy,94.0,0.6666666666666666,20.333333333333332,22.666666666666668,0.3333333333333333,8.666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333
Ponyrasierer,87.0,1.0,19.0,27.0,1.0,1.0,1.0,1.0,0.0,0.0
PowerDrive,83.5,0.75,21.0,32.5,0.75,3.75,0.5,0.5,0.0,0.5
RHaiden,59.0,0.0,11.5,16.0,0.5,1.5,0.0,0.0,0.0,1.0
RaspFish,109.85714285714286,0.5714285714285714,18.714285714285715,20.0,0.0,8.285714285714286,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.0
RavenEngine,135.0,1.0,27.0,16.0,0.0,11.0,1.0,1.0,0.0,0.0
Ronald_Dableo2020,53.0,0.0,15.0,15.0,0.0,3.0,1.0,1.0,0.0,0.0
Ruoxiax,71.27272727272727,0.36363636363636365,15.181818181818182,21.727272727272727,0.36363636363636365,4.090909090909091,0.3181818181818182,0.2727272727272727,0.09090909090909091,0.6363636363636364
S_Ovsejevitsch,76.33333333333333,0.3333333333333333,14.666666666666666,14.333333333333334,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666
Sagitario999,68.0,0.0,18.0,21.5,0.0,5.0,1.0,1.0,0.0,0.0
Sakh_chess_2,77.72727272727273,0.36363636363636365,16.363636363636363,18.545454545454547,0.18181818181818182,5.181818181818182,0.36363636363636365,0.36363636363636365,0.0,0.6363636363636364
Samurai_KCI,61.0,0.0,13.0,11.0,0.0,4.0,1.0,1.0,0.0,0.0
Sanamente,72.0,0.0,17.0,9.0,0.0,4.0,0.0,0.0,0.0,1.0
Sanya_Grey,80.2,0.6,16.8,20.2,0.4,3.8,0.7,0.6,0.2,0.2
Saveliev,89.0,1.0,23.0,12.0,0.0,5.0,1.0,1.0,0.0,0.0
SaxtonEngine,135.0,1.0,25.0,9.0,0.0,21.0,1.0,1.0,0.0,0.0
SemenBatikyants1972,70.5,0.5,17.5,26.0,1.0,4.0,0.5,0.5,0.0,0.5
Serangan_Kilat,33.0,0.0,8.0,15.0,0.0,4.0,1.0,1.0,0.0,0.0
SerbianJewDoubleBluf,88.0,0.3333333333333333,18.666666666666668,22.333333333333332,0.3333333333333333,3.6666666666666665,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333
Serog1sPerog1s,99.0,1.0,25.0,25.5,0.5,7.0,1.0,1.0,0.0,0.0
Shaginyan_A,64.0,0.0,17.0,31.0,1.0,3.0,1.0,1.0,0.0,0.0
ShallowGuessBOT,121.75,1.0,24.0,14.75,0.0,16.25,0.75,0.75,0.0,0.25
Sharkfang,113.5,0.6,18.4,18.8,0.7,6.3,0.25,0.2,0.1,0.7
Shocky_BOT,142.0,1.0,26.0,11.0,1.0,16.0,0.0,0.0,0.0,1.0
ShramovIgor,65.0,0.0,16.4,17.4,0.2,3.2,0.2,0.2,0.0,0.8
Slava50,78.0,0.0,16.0,24.0,1.0,6.0,0.0,0.0,0.0,1.0
Starbox2010,100.0,0.75,23.25,23.25,0.5,7.75,0.5,0.5,0.0,0.5
Stockfish-MEDIUM,218.5,1.0,28.5,13.25,0.5,27.5,0.625,0.25,0.75,0.0
SugarMagnolia,88.6,0.6,20.0,24.0,0.0,4.2,0.7,0.6,0.2,0.2
Summon_Cerberus,76.0,0.0,23.0,12.0,0.0,7.0,0.0,0.0,0.0,1.0
Surreptitiously421,90.4,0.6,21.2,17.2,0.0,8.2,0.3,0.2,0.2,0.6
Syalendra,57.0,0.0,13.0,13.0,0.0,2.0,1.0,1.0,0.0,0.0
